Comune,Anno,Mese,Tipologia,Stelle,Numero Strutture,Letti,Camere
ARZACHENA,2021,9,Bed and breakfast,3 Stelle,5,24,12
ARZACHENA,2021,9,Campeggio,3 Stelle,1,259,0
ARZACHENA,2021,9,Campeggio,4 Stelle,1,2904,600
ARZACHENA,2021,9,Case e appartamenti per vacanze,NULL,6,148,17
ARZACHENA,2021,9,Case e appartamenti per vacanze,I Categoria,6,272,86
ARZACHENA,2021,9,Case e appartamenti per vacanze,II Categoria,6,460,142
ARZACHENA,2021,9,Locanda,II Categoria,1,0,0
ARZACHENA,2021,9,Residence,I Categoria,2,267,73
ARZACHENA,2021,9,Residence,II Categoria,4,185,45
ARZACHENA,2021,9,Turismo Rurale,3 Stelle,1,20,13
ARZACHENA,2021,9,Turismo Rurale,4 Stelle,2,24,12
ARZACHENA,2021,9,Turismo Rurale,5 Stelle,1,36,14
ARZACHENA,2021,10,Affittacamere,NULL,5,42,19
ARZACHENA,2021,10,Affittacamere,I Categoria,6,60,27
ARZACHENA,2021,10,Affittacamere,II Categoria,3,28,13
ARZACHENA,2021,10,Affittacamere,III Categoria,1,4,3
ARZACHENA,2021,10,Agriturismo,NULL,5,55,31
ARZACHENA,2021,10,Albergo,2 Stelle,1,20,10
ARZACHENA,2021,10,Albergo,3 Stelle,7,580,234
ARZACHENA,2021,10,Albergo,4 Stelle,19,2654,1195
ARZACHENA,2021,10,Albergo,5 Stelle,12,1265,562
ARZACHENA,2021,10,Albergo,5 Stelle Lusso,2,393,182
ARZACHENA,2021,10,Albergo residenziale,3 Stelle,1,134,43
ARZACHENA,2021,10,Albergo residenziale,4 Stelle,5,953,349
ARZACHENA,2021,10,Alloggi privati,NULL,246,1162,458
ARZACHENA,2021,10,Bed and breakfast,NULL,4,25,9
ARZACHENA,2021,10,Bed and breakfast,1 Stella,2,12,6
ARZACHENA,2021,10,Campeggio,3 Stelle,1,259,0
ARZACHENA,2021,10,Campeggio,4 Stelle,1,2904,600
ARZACHENA,2021,10,Case e appartamenti per vacanze,NULL,5,108,17
ARZACHENA,2021,10,Case e appartamenti per vacanze,I Categoria,3,146,63
ARZACHENA,2021,10,Case e appartamenti per vacanze,II Categoria,1,320,120
ARZACHENA,2021,10,Residence,I Categoria,2,267,73
ARZACHENA,2021,10,Residence,II Categoria,3,149,32
ARZACHENA,2021,10,Turismo Rurale,3 Stelle,1,20,13
ARZACHENA,2021,10,Turismo Rurale,5 Stelle,1,36,14
ARZACHENA,2021,11,Affittacamere,NULL,3,24,10
ARZACHENA,2021,11,Affittacamere,I Categoria,6,60,27
ARZACHENA,2021,11,Affittacamere,II Categoria,1,13,5
ARZACHENA,2021,11,Affittacamere,III Categoria,1,4,3
ARZACHENA,2021,11,Agriturismo,NULL,1,10,5
ARZACHENA,2021,11,Albergo,2 Stelle,1,20,10
ARZACHENA,2021,11,Albergo,3 Stelle,1,107,50
ARZACHENA,2021,11,Albergo,4 Stelle,4,511,229
ARZACHENA,2021,11,Albergo,5 Stelle,3,257,104
ARZACHENA,2021,11,Albergo residenziale,4 Stelle,1,16,8
ARZACHENA,2021,11,Alloggi privati,NULL,190,859,337
ARZACHENA,2021,11,Bed and breakfast,NULL,3,18,6
ARZACHENA,2021,11,Bed and breakfast,1 Stella,1,6,3
ARZACHENA,2021,11,Campeggio,4 Stelle,1,2904,600
ARZACHENA,2021,11,Case e appartamenti per vacanze,NULL,3,78,17
ARZACHENA,2021,11,Case e appartamenti per vacanze,I Categoria,2,98,32
ARZACHENA,2021,11,Residence,I Categoria,1,239,53
ARZACHENA,2021,11,Residence,II Categoria,1,56,14
ARZACHENA,2021,11,Turismo Rurale,3 Stelle,1,20,13
ARZACHENA,2021,11,Turismo Rurale,4 Stelle,1,20,10
ARZACHENA,2021,12,Affittacamere,NULL,3,24,10
ARZACHENA,2021,12,Affittacamere,I Categoria,5,50,22
ARZACHENA,2021,12,Affittacamere,II Categoria,1,13,5
ARZACHENA,2021,12,Affittacamere,III Categoria,1,4,3
ARZACHENA,2021,12,Agriturismo,NULL,1,10,5
ARZACHENA,2021,12,Albergo,3 Stelle,1,107,50
ARZACHENA,2021,12,Albergo,4 Stelle,2,273,122
ARZACHENA,2021,12,Albergo residenziale,4 Stelle,1,16,8
ARZACHENA,2021,12,Alloggi privati,NULL,189,853,336
ARZACHENA,2021,12,Bed and breakfast,NULL,3,18,6
ARZACHENA,2021,12,Bed and breakfast,1 Stella,1,6,3
ARZACHENA,2021,12,Case e appartamenti per vacanze,NULL,3,78,17
ARZACHENA,2021,12,Case e appartamenti per vacanze,I Categoria,1,72,19
ARZACHENA,2021,12,Residence,I Categoria,1,239,53
ARZACHENA,2021,12,Residence,II Categoria,1,56,14
ARZACHENA,2021,12,Turismo Rurale,3 Stelle,1,20,13
ASSEMINI,2021,1,Affittacamere,II Categoria,2,15,7
ASSEMINI,2021,1,Agriturismo,NULL,1,20,8
ASSEMINI,2021,1,Albergo,4 Stelle,1,182,84
ASSEMINI,2021,1,Alloggi privati,NULL,4,14,6
ASSEMINI,2021,1,Bed and breakfast,NULL,5,25,14
ASSEMINI,2021,1,Residence,II Categoria,1,50,25
ASSEMINI,2021,2,Affittacamere,II Categoria,1,9,4
ASSEMINI,2021,2,Agriturismo,NULL,1,20,8
ASSEMINI,2021,2,Albergo,4 Stelle,1,182,84
ASSEMINI,2021,2,Alloggi privati,NULL,4,12,6
ASSEMINI,2021,2,Bed and breakfast,NULL,5,25,14
ASSEMINI,2021,2,Residence,II Categoria,1,50,25
ASSEMINI,2021,3,Affittacamere,II Categoria,1,9,4
ASSEMINI,2021,3,Agriturismo,NULL,1,3,3
ASSEMINI,2021,3,Albergo,4 Stelle,1,182,84
ASSEMINI,2021,3,Alloggi privati,NULL,3,10,5
ASSEMINI,2021,3,Bed and breakfast,NULL,5,24,13
ASSEMINI,2021,3,Residence,II Categoria,1,50,25
ASSEMINI,2021,4,Affittacamere,II Categoria,2,15,7
ASSEMINI,2021,4,Agriturismo,NULL,1,20,8
ASSEMINI,2021,4,Albergo,4 Stelle,1,182,84
ASSEMINI,2021,4,Alloggi privati,NULL,3,15,6
ASSEMINI,2021,4,Bed and breakfast,NULL,5,24,13
ASSEMINI,2021,4,Residence,II Categoria,1,50,25
ASSEMINI,2021,5,Affittacamere,II Categoria,1,9,4
ASSEMINI,2021,5,Agriturismo,NULL,1,20,8
ASSEMINI,2021,5,Albergo,4 Stelle,1,182,84
ASSEMINI,2021,5,Alloggi privati,NULL,5,23,9
ASSEMINI,2021,5,Bed and breakfast,NULL,6,30,16
ASSEMINI,2021,5,Residence,II Categoria,1,50,25
ASSEMINI,2021,6,Affittacamere,II Categoria,1,6,3
ASSEMINI,2021,6,Albergo,4 Stelle,1,182,84
ASSEMINI,2021,6,Alloggi privati,NULL,7,43,17
ASSEMINI,2021,6,Bed and breakfast,NULL,5,26,14
ASSEMINI,2021,6,Residence,II Categoria,1,50,25
ASSEMINI,2021,7,Affittacamere,NULL,1,5,3
ASSEMINI,2021,7,Affittacamere,II Categoria,1,6,3
ASSEMINI,2021,7,Albergo,4 Stelle,1,182,84
ASSEMINI,2021,7,Alloggi privati,NULL,17,129,32
ASSEMINI,2021,7,Bed and breakfast,NULL,7,36,19
ASSEMINI,2021,7,Residence,II Categoria,1,50,25
ASSEMINI,2021,8,Affittacamere,NULL,1,5,3
ASSEMINI,2021,8,Affittacamere,II Categoria,1,6,3
ASSEMINI,2021,8,Agriturismo,NULL,1,20,8
ASSEMINI,2021,8,Albergo,4 Stelle,1,182,84
ASSEMINI,2021,8,Alloggi privati,NULL,18,147,39
ASSEMINI,2021,8,Bed and breakfast,NULL,7,36,19
ASSEMINI,2021,8,Residence,II Categoria,1,50,25
ASSEMINI,2021,9,Affittacamere,NULL,1,5,3
ASSEMINI,2021,9,Affittacamere,II Categoria,1,6,3
ASSEMINI,2021,9,Agriturismo,NULL,2,23,11
ASSEMINI,2021,9,Albergo,4 Stelle,1,182,84
ASSEMINI,2021,9,Alloggi privati,NULL,19,151,41
ASSEMINI,2021,9,Bed and breakfast,NULL,7,36,19
ASSEMINI,2021,9,Residence,II Categoria,1,50,25
ASSEMINI,2021,10,Affittacamere,NULL,1,5,3
ASSEMINI,2021,10,Affittacamere,II Categoria,1,6,3
ASSEMINI,2021,10,Agriturismo,NULL,1,3,3
ASSEMINI,2021,10,Albergo,4 Stelle,1,182,84
ASSEMINI,2021,10,Alloggi privati,NULL,10,67,26
ASSEMINI,2021,10,Bed and breakfast,NULL,7,36,19
ASSEMINI,2021,10,Residence,II Categoria,1,50,25
ASSEMINI,2021,11,Affittacamere,NULL,1,5,3
ASSEMINI,2021,11,Agriturismo,NULL,2,23,11
ASSEMINI,2021,11,Albergo,4 Stelle,1,182,84
ASSEMINI,2021,11,Alloggi privati,NULL,6,27,10
ASSEMINI,2021,11,Bed and breakfast,NULL,5,26,14
ASSEMINI,2021,11,Residence,II Categoria,1,50,25
ASSEMINI,2021,12,Affittacamere,NULL,1,5,3
ASSEMINI,2021,12,Albergo,4 Stelle,1,182,84
ASSEMINI,2021,12,Alloggi privati,NULL,7,36,13
ASSEMINI,2021,12,Bed and breakfast,NULL,6,32,17
ASSEMINI,2021,12,Residence,II Categoria,1,50,25
ASSOLO,2021,11,Agriturismo,NULL,1,14,7
ASSOLO,2021,12,Agriturismo,NULL,1,14,7
ATZARA,2021,1,Agriturismo,NULL,1,12,6
ATZARA,2021,1,Alloggi privati,NULL,4,12,6
ATZARA,2021,2,Agriturismo,NULL,1,12,6
ATZARA,2021,2,Alloggi privati,NULL,4,12,6
ATZARA,2021,3,Agriturismo,NULL,1,12,6
ATZARA,2021,3,Alloggi privati,NULL,4,12,6
ATZARA,2021,4,Agriturismo,NULL,1,12,6
ATZARA,2021,4,Alloggi privati,NULL,4,12,6
ATZARA,2021,5,Agriturismo,NULL,1,12,6
ATZARA,2021,5,Alloggi privati,NULL,4,12,6
ATZARA,2021,6,Agriturismo,NULL,1,12,6
ATZARA,2021,6,Alloggi privati,NULL,4,12,6
ATZARA,2021,7,Agriturismo,NULL,1,12,6
ATZARA,2021,7,Alloggi privati,NULL,4,12,6
ATZARA,2021,8,Agriturismo,NULL,1,12,6
ATZARA,2021,8,Alloggi privati,NULL,4,12,6
ATZARA,2021,9,Agriturismo,NULL,1,12,6
ATZARA,2021,9,Alloggi privati,NULL,4,12,6
ATZARA,2021,10,Agriturismo,NULL,1,12,6
ATZARA,2021,10,Alloggi privati,NULL,4,12,6
ATZARA,2021,11,Agriturismo,NULL,1,12,6
ATZARA,2021,11,Alloggi privati,NULL,4,12,6
ATZARA,2021,12,Agriturismo,NULL,1,12,6
ATZARA,2021,12,Alloggi privati,NULL,4,12,6
AUSTIS,2021,1,Agriturismo,NULL,2,32,15
AUSTIS,2021,2,Agriturismo,NULL,2,32,15
AUSTIS,2021,2,Bed and breakfast,2 Stelle,1,3,2
AUSTIS,2021,3,Agriturismo,NULL,2,32,15
AUSTIS,2021,3,Bed and breakfast,2 Stelle,1,3,2
AUSTIS,2021,4,Agriturismo,NULL,2,32,15
AUSTIS,2021,4,Bed and breakfast,2 Stelle,2,6,4
AUSTIS,2021,5,Agriturismo,NULL,2,32,15
AUSTIS,2021,5,Bed and breakfast,2 Stelle,2,6,4
AUSTIS,2021,6,Agriturismo,NULL,2,32,15
AUSTIS,2021,6,Bed and breakfast,2 Stelle,2,6,4
AUSTIS,2021,7,Agriturismo,NULL,2,32,15
AUSTIS,2021,7,Bed and breakfast,2 Stelle,2,6,4
AUSTIS,2021,8,Agriturismo,NULL,2,32,15
AUSTIS,2021,8,Bed and breakfast,2 Stelle,2,6,4
AUSTIS,2021,9,Agriturismo,NULL,2,32,15
AUSTIS,2021,9,Bed and breakfast,2 Stelle,2,6,4
AUSTIS,2021,10,Agriturismo,NULL,2,32,15
AUSTIS,2021,10,Bed and breakfast,2 Stelle,2,6,4
AUSTIS,2021,11,Agriturismo,NULL,2,32,15
AUSTIS,2021,11,Bed and breakfast,2 Stelle,2,6,4
AUSTIS,2021,12,Agriturismo,NULL,2,32,15
AUSTIS,2021,12,Bed and breakfast,2 Stelle,1,3,2
BADESI,2021,1,Albergo,3 Stelle,1,20,14
BADESI,2021,1,Alloggi privati,NULL,4,12,3
BADESI,2021,1,Case e appartamenti per vacanze,II Categoria,1,159,116
BADESI,2021,2,Albergo,3 Stelle,1,20,14
BADESI,2021,2,Alloggi privati,NULL,5,16,4
BADESI,2021,2,Case e appartamenti per vacanze,II Categoria,1,159,116
BADESI,2021,3,Albergo,3 Stelle,1,20,14
BADESI,2021,3,Alloggi privati,NULL,6,25,7
BADESI,2021,3,Case e appartamenti per vacanze,II Categoria,1,159,116
BADESI,2021,4,Affittacamere,II Categoria,1,8,2
BADESI,2021,4,Albergo,3 Stelle,1,20,14
BADESI,2021,4,Alloggi privati,NULL,7,31,10
BADESI,2021,4,Case e appartamenti per vacanze,I Categoria,1,33,0
BADESI,2021,4,Case e appartamenti per vacanze,II Categoria,3,499,199
BADESI,2021,5,Affittacamere,II Categoria,1,8,2
BADESI,2021,5,Albergo,3 Stelle,1,20,14
BADESI,2021,5,Albergo,4 Stelle,1,1243,369
BADESI,2021,5,Alloggi privati,NULL,20,79,24
BADESI,2021,5,Campeggio,3 Stelle,1,500,38
BADESI,2021,5,Case e appartamenti per vacanze,I Categoria,1,33,0
BADESI,2021,5,Case e appartamenti per vacanze,II Categoria,5,511,202
BADESI,2021,5,Case e appartamenti per vacanze,III Categoria,1,35,11
BADESI,2021,6,Affittacamere,NULL,1,6,3
BADESI,2021,6,Affittacamere,II Categoria,1,8,2
BADESI,2021,6,Agriturismo,NULL,1,6,4
BADESI,2021,6,Albergo,2 Stelle,1,12,8
BADESI,2021,6,Albergo,3 Stelle,2,86,42
BADESI,2021,6,Albergo,4 Stelle,4,1563,509
BADESI,2021,6,Alloggi privati,NULL,49,186,68
BADESI,2021,6,Bed and breakfast,2 Stelle,2,8,4
BADESI,2021,6,Campeggio,1 Stella,1,129,33
BADESI,2021,6,Campeggio,3 Stelle,1,500,38
BADESI,2021,6,Case e appartamenti per vacanze,I Categoria,1,33,0
BADESI,2021,6,Case e appartamenti per vacanze,II Categoria,8,900,337
BADESI,2021,6,Case e appartamenti per vacanze,III Categoria,2,210,11
BADESI,2021,6,Residence,II Categoria,1,203,86
BADESI,2021,6,Turismo Rurale,3 Stelle,1,20,10
BADESI,2021,6,Villaggio albergo,4 Stelle,1,927,363
BADESI,2021,7,Affittacamere,NULL,1,6,3
BADESI,2021,7,Affittacamere,II Categoria,1,8,2
BADESI,2021,7,Agriturismo,NULL,1,6,4
BADESI,2021,7,Albergo,2 Stelle,1,12,8
BADESI,2021,7,Albergo,3 Stelle,2,86,42
BADESI,2021,7,Albergo,4 Stelle,4,1563,509
BADESI,2021,7,Alloggi privati,NULL,50,190,70
BADESI,2021,7,Bed and breakfast,2 Stelle,2,8,4
BADESI,2021,7,Campeggio,1 Stella,1,129,33
BADESI,2021,7,Campeggio,3 Stelle,1,500,38
BADESI,2021,7,Case e appartamenti per vacanze,I Categoria,1,33,0
BADESI,2021,7,Case e appartamenti per vacanze,II Categoria,8,900,337
BADESI,2021,7,Case e appartamenti per vacanze,III Categoria,2,210,11
BADESI,2021,7,Residence,II Categoria,1,203,86
BADESI,2021,7,Turismo Rurale,3 Stelle,1,20,10
BADESI,2021,7,Villaggio albergo,4 Stelle,1,927,363
BADESI,2021,8,Affittacamere,NULL,1,6,3
BADESI,2021,8,Affittacamere,II Categoria,1,8,2
BADESI,2021,8,Agriturismo,NULL,1,6,4
BADESI,2021,8,Albergo,2 Stelle,1,12,8
BADESI,2021,8,Albergo,3 Stelle,2,86,42
BADESI,2021,8,Albergo,4 Stelle,4,1563,509
BADESI,2021,8,Alloggi privati,NULL,50,190,70
BADESI,2021,8,Bed and breakfast,2 Stelle,2,8,4
BADESI,2021,8,Campeggio,1 Stella,1,129,33
BADESI,2021,8,Campeggio,3 Stelle,1,500,38
BADESI,2021,8,Case e appartamenti per vacanze,I Categoria,2,65,16
BADESI,2021,8,Case e appartamenti per vacanze,II Categoria,8,900,337
BADESI,2021,8,Case e appartamenti per vacanze,III Categoria,2,210,11
BADESI,2021,8,Residence,II Categoria,1,203,86
BADESI,2021,8,Turismo Rurale,3 Stelle,1,20,10
BADESI,2021,8,Villaggio albergo,4 Stelle,1,927,363
BADESI,2021,9,Affittacamere,NULL,1,6,3
BADESI,2021,9,Affittacamere,II Categoria,1,8,2
BADESI,2021,9,Agriturismo,NULL,1,6,4
BADESI,2021,9,Albergo,2 Stelle,1,12,8
BADESI,2021,9,Albergo,3 Stelle,2,86,42
BADESI,2021,9,Albergo,4 Stelle,4,1563,509
BADESI,2021,9,Alloggi privati,NULL,50,190,70
BADESI,2021,9,Bed and breakfast,2 Stelle,2,8,4
BADESI,2021,9,Campeggio,1 Stella,1,129,33
BADESI,2021,9,Campeggio,3 Stelle,1,500,38
BADESI,2021,9,Case e appartamenti per vacanze,I Categoria,2,65,16
BADESI,2021,9,Case e appartamenti per vacanze,II Categoria,8,900,337
BADESI,2021,9,Case e appartamenti per vacanze,III Categoria,2,210,11
BADESI,2021,9,Residence,II Categoria,1,203,86
BADESI,2021,9,Turismo Rurale,3 Stelle,1,20,10
BADESI,2021,9,Villaggio albergo,4 Stelle,1,927,363
BADESI,2021,10,Affittacamere,II Categoria,1,8,2
BADESI,2021,10,Albergo,3 Stelle,1,20,14
BADESI,2021,10,Albergo,4 Stelle,1,40,20
BADESI,2021,10,Alloggi privati,NULL,27,100,36
BADESI,2021,10,Case e appartamenti per vacanze,I Categoria,2,65,16
BADESI,2021,10,Case e appartamenti per vacanze,II Categoria,5,649,254
BADESI,2021,10,Case e appartamenti per vacanze,III Categoria,1,35,11
BADESI,2021,10,Villaggio albergo,4 Stelle,1,927,363
BADESI,2021,11,Alloggi privati,NULL,9,35,11
BADESI,2021,11,Case e appartamenti per vacanze,II Categoria,1,159,116
BADESI,2021,12,Albergo,3 Stelle,1,20,14
BADESI,2021,12,Alloggi privati,NULL,9,38,11
BADESI,2021,12,Case e appartamenti per vacanze,II Categoria,1,159,116
BALLAO,2021,2,Bed and breakfast,2 Stelle,1,8,3
BALLAO,2021,6,Bed and breakfast,2 Stelle,1,8,3
BALLAO,2021,7,Bed and breakfast,2 Stelle,1,8,3
BALLAO,2021,8,Bed and breakfast,2 Stelle,1,8,3
BALLAO,2021,9,Bed and breakfast,2 Stelle,1,8,3
BALLAO,2021,10,Bed and breakfast,2 Stelle,1,8,3
BALLAO,2021,11,Bed and breakfast,2 Stelle,1,8,3
BANARI,2021,1,Alloggi privati,NULL,1,5,20
BANARI,2021,2,Alloggi privati,NULL,1,5,20
BANARI,2021,3,Alloggi privati,NULL,1,5,20
BANARI,2021,4,Alloggi privati,NULL,1,5,20
BANARI,2021,5,Alloggi privati,NULL,1,5,20
BANARI,2021,6,Alloggi privati,NULL,1,5,20
BANARI,2021,7,Alloggi privati,NULL,1,5,20
BANARI,2021,7,Bed and breakfast,2 Stelle,1,6,3
BANARI,2021,8,Alloggi privati,NULL,1,5,20
BANARI,2021,8,Bed and breakfast,2 Stelle,1,6,3
BANARI,2021,9,Alloggi privati,NULL,1,5,20
BANARI,2021,9,Bed and breakfast,2 Stelle,1,6,3
BANARI,2021,10,Alloggi privati,NULL,1,5,20
BANARI,2021,10,Bed and breakfast,2 Stelle,1,6,3
BANARI,2021,11,Alloggi privati,NULL,1,5,20
BANARI,2021,12,Alloggi privati,NULL,1,5,20
BANARI,2021,12,Bed and breakfast,2 Stelle,1,6,3
BARATILI SAN PIETRO,2021,5,Alloggi privati,NULL,2,16,7
BARATILI SAN PIETRO,2021,6,Alloggi privati,NULL,5,36,14
BARATILI SAN PIETRO,2021,6,Bed and breakfast,2 Stelle,1,5,2
BARATILI SAN PIETRO,2021,7,Alloggi privati,NULL,9,52,21
BARATILI SAN PIETRO,2021,7,Bed and breakfast,1 Stella,1,4,2
BARATILI SAN PIETRO,2021,7,Bed and breakfast,2 Stelle,1,5,2
BARATILI SAN PIETRO,2021,8,Alloggi privati,NULL,10,56,22
BARATILI SAN PIETRO,2021,8,Bed and breakfast,1 Stella,1,4,2
BARATILI SAN PIETRO,2021,8,Bed and breakfast,2 Stelle,1,5,2
BARATILI SAN PIETRO,2021,9,Alloggi privati,NULL,9,50,19
BARATILI SAN PIETRO,2021,9,Bed and breakfast,1 Stella,1,4,2
BARATILI SAN PIETRO,2021,9,Bed and breakfast,2 Stelle,1,5,2
BARATILI SAN PIETRO,2021,10,Alloggi privati,NULL,2,13,4
BARATILI SAN PIETRO,2021,11,Alloggi privati,NULL,2,8,4
BARATILI SAN PIETRO,2021,11,Bed and breakfast,1 Stella,1,4,2
BARATILI SAN PIETRO,2021,12,Alloggi privati,NULL,5,25,11
BARESSA,2021,3,Bed and breakfast,1 Stella,1,3,2
BARESSA,2021,5,Bed and breakfast,1 Stella,1,3,2
BARESSA,2021,7,Bed and breakfast,1 Stella,1,3,2
BARESSA,2021,8,Bed and breakfast,1 Stella,1,3,2
BARESSA,2021,9,Bed and breakfast,1 Stella,1,3,2
BARESSA,2021,11,Bed and breakfast,1 Stella,1,3,2
BARESSA,2021,12,Bed and breakfast,1 Stella,1,3,2
BARI SARDO,2021,1,Affittacamere,I Categoria,1,20,6
BARI SARDO,2021,1,Albergo,3 Stelle,1,25,14
BARI SARDO,2021,1,Alloggi privati,NULL,1,2,1
BARI SARDO,2021,1,Case e appartamenti per vacanze,II Categoria,1,17,9
BARI SARDO,2021,2,Albergo,3 Stelle,1,25,14
BARI SARDO,2021,2,Albergo residenziale,3 Stelle,1,48,20
BARI SARDO,2021,2,Alloggi privati,NULL,1,2,1
BARI SARDO,2021,2,Case e appartamenti per vacanze,II Categoria,1,17,9
BARI SARDO,2021,3,Agriturismo,NULL,1,20,10
BARI SARDO,2021,3,Albergo,3 Stelle,1,25,14
BARI SARDO,2021,3,Alloggi privati,NULL,1,2,1
BARI SARDO,2021,3,Bed and breakfast,2 Stelle,1,7,3
BARI SARDO,2021,3,Campeggio,1 Stella,1,140,50
BARI SARDO,2021,3,Case e appartamenti per vacanze,II Categoria,1,17,9
BARI SARDO,2021,4,Affittacamere,I Categoria,1,20,6
BARI SARDO,2021,4,Albergo,3 Stelle,1,25,14
BARI SARDO,2021,4,Alloggi privati,NULL,1,2,1
BARI SARDO,2021,4,Campeggio,1 Stella,1,140,50
BARI SARDO,2021,5,Affittacamere,I Categoria,1,20,6
BARI SARDO,2021,5,Agriturismo,NULL,1,14,7
BARI SARDO,2021,5,Albergo,3 Stelle,2,81,35
BARI SARDO,2021,5,Albergo,4 Stelle,1,93,43
BARI SARDO,2021,5,Albergo residenziale,3 Stelle,1,74,32
BARI SARDO,2021,5,Alloggi privati,NULL,7,36,17
BARI SARDO,2021,5,Bed and breakfast,2 Stelle,2,13,5
BARI SARDO,2021,5,Campeggio,1 Stella,1,140,50
BARI SARDO,2021,5,Campeggio,3 Stelle,1,320,85
BARI SARDO,2021,5,Villaggi turistici,4 Stelle,1,850,195
BARI SARDO,2021,6,Affittacamere,I Categoria,1,20,6
BARI SARDO,2021,6,Agriturismo,NULL,2,34,17
BARI SARDO,2021,6,Albergo,3 Stelle,2,81,35
BARI SARDO,2021,6,Albergo,4 Stelle,2,221,103
BARI SARDO,2021,6,Albergo residenziale,3 Stelle,3,145,62
BARI SARDO,2021,6,Alloggi privati,NULL,49,217,106
BARI SARDO,2021,6,Bed and breakfast,2 Stelle,1,7,3
BARI SARDO,2021,6,Bed and breakfast,3 Stelle,2,10,6
BARI SARDO,2021,6,Campeggio,1 Stella,1,140,50
BARI SARDO,2021,6,Campeggio,3 Stelle,1,320,85
BARI SARDO,2021,6,Campeggio,4 Stelle,1,320,103
BARI SARDO,2021,6,Case e appartamenti per vacanze,II Categoria,2,28,13
BARI SARDO,2021,6,Residence,II Categoria,1,15,7
BARI SARDO,2021,6,Villaggi turistici,4 Stelle,1,850,195
BARI SARDO,2021,6,Villaggio albergo,3 Stelle,1,40,20
BARI SARDO,2021,7,Affittacamere,I Categoria,1,20,6
BARI SARDO,2021,7,Agriturismo,NULL,2,34,17
BARI SARDO,2021,7,Albergo,3 Stelle,2,81,35
BARI SARDO,2021,7,Albergo,4 Stelle,2,221,103
BARI SARDO,2021,7,Albergo residenziale,3 Stelle,3,145,62
BARI SARDO,2021,7,Alloggi privati,NULL,70,356,167
BARI SARDO,2021,7,Bed and breakfast,2 Stelle,1,7,3
BARI SARDO,2021,7,Bed and breakfast,3 Stelle,2,10,6
BARI SARDO,2021,7,Campeggio,1 Stella,1,140,50
BARI SARDO,2021,7,Campeggio,3 Stelle,1,320,85
BARI SARDO,2021,7,Campeggio,4 Stelle,1,320,103
BARI SARDO,2021,7,Case e appartamenti per vacanze,II Categoria,3,36,21
BARI SARDO,2021,7,Residence,II Categoria,2,38,16
BARI SARDO,2021,7,Villaggi turistici,4 Stelle,1,850,195
BARI SARDO,2021,7,Villaggio albergo,3 Stelle,1,40,20
BARI SARDO,2021,8,Affittacamere,I Categoria,1,20,6
BARI SARDO,2021,8,Agriturismo,NULL,2,34,17
BARI SARDO,2021,8,Albergo,3 Stelle,2,81,35
BARI SARDO,2021,8,Albergo,4 Stelle,2,221,103
BARI SARDO,2021,8,Albergo residenziale,3 Stelle,3,145,62
BARI SARDO,2021,8,Alloggi privati,NULL,77,388,183
BARI SARDO,2021,8,Bed and breakfast,2 Stelle,2,13,5
BARI SARDO,2021,8,Bed and breakfast,3 Stelle,2,10,6
BARI SARDO,2021,8,Campeggio,1 Stella,1,140,50
BARI SARDO,2021,8,Campeggio,3 Stelle,1,320,85
BARI SARDO,2021,8,Campeggio,4 Stelle,1,320,103
BARI SARDO,2021,8,Case e appartamenti per vacanze,II Categoria,3,36,21
BARI SARDO,2021,8,Residence,II Categoria,2,38,16
BARI SARDO,2021,8,Villaggi turistici,4 Stelle,1,850,195
BARI SARDO,2021,8,Villaggio albergo,3 Stelle,1,40,20
BARI SARDO,2021,9,Agriturismo,NULL,2,34,17
BARI SARDO,2021,9,Albergo,3 Stelle,1,25,14
BARI SARDO,2021,9,Albergo,4 Stelle,2,221,103
BARI SARDO,2021,9,Albergo residenziale,3 Stelle,3,145,62
BARI SARDO,2021,9,Alloggi privati,NULL,59,313,146
BARI SARDO,2021,9,Bed and breakfast,2 Stelle,2,13,5
BARI SARDO,2021,9,Bed and breakfast,3 Stelle,1,6,3
BARI SARDO,2021,9,Campeggio,1 Stella,1,140,50
BARI SARDO,2021,9,Campeggio,3 Stelle,1,320,85
BARI SARDO,2021,9,Campeggio,4 Stelle,1,320,103
BARI SARDO,2021,9,Case e appartamenti per vacanze,II Categoria,2,19,12
BARI SARDO,2021,9,Residence,II Categoria,2,38,16
BARI SARDO,2021,9,Villaggi turistici,4 Stelle,1,850,195
BARI SARDO,2021,9,Villaggio albergo,3 Stelle,1,40,20
BARI SARDO,2021,10,Agriturismo,NULL,2,34,17
BARI SARDO,2021,10,Albergo,3 Stelle,1,25,14
BARI SARDO,2021,10,Albergo,4 Stelle,2,221,103
BARI SARDO,2021,10,Albergo residenziale,3 Stelle,2,97,42
BARI SARDO,2021,10,Alloggi privati,NULL,30,157,70
BARI SARDO,2021,10,Bed and breakfast,2 Stelle,2,13,5
BARI SARDO,2021,10,Campeggio,1 Stella,1,140,50
BARI SARDO,2021,10,Campeggio,3 Stelle,1,320,85
BARI SARDO,2021,10,Campeggio,4 Stelle,1,320,103
BARI SARDO,2021,10,Case e appartamenti per vacanze,II Categoria,2,25,17
BARI SARDO,2021,10,Residence,II Categoria,2,38,16
BARI SARDO,2021,10,Villaggi turistici,4 Stelle,1,850,195
BARI SARDO,2021,10,Villaggio albergo,3 Stelle,1,40,20
