anno,Provincia,Comune,Tipologia,Stelle,Numero Strutture,letti,camere
2020,Provincia di Sassari,PORTO TORRES,Alloggi privati,NULL,47,218,58
2020,Provincia di Sassari,PORTO TORRES,Bed and breakfast,NULL,29,122,61
2020,Provincia di Sassari,PORTO TORRES,Bed and breakfast,2 Stelle,1,5,3
2020,Provincia di Sassari,PORTO TORRES,Bed and breakfast,3 Stelle,1,3,2
2020,Provincia di Sassari,PORTO TORRES,Case e appartamenti per vacanze,NULL,1,4,1
2020,Provincia di Sassari,PORTO TORRES,Case e appartamenti per vacanze,II Categoria,3,81,4
2020,Provincia di Sassari,PORTO TORRES,Ostelli per la gioventù,III Categoria,1,20,4
2020,Provincia del Sud Sardegna,PORTOSCUSO,Albergo,3 Stelle,2,115,55
2020,Provincia del Sud Sardegna,PORTOSCUSO,Albergo,4 Stelle,1,66,34
2020,Provincia del Sud Sardegna,PORTOSCUSO,Alloggi privati,NULL,35,159,40
2020,Provincia del Sud Sardegna,PORTOSCUSO,Bed and breakfast,NULL,1,6,3
2020,Provincia del Sud Sardegna,PORTOSCUSO,Bed and breakfast,1 Stella,3,12,5
2020,Provincia del Sud Sardegna,PORTOSCUSO,Bed and breakfast,2 Stelle,1,2,1
2020,Provincia del Sud Sardegna,PORTOSCUSO,Bed and breakfast,3 Stelle,4,20,10
2020,Provincia di Nuoro,POSADA,Affittacamere,I Categoria,1,8,5
2020,Provincia di Nuoro,POSADA,Affittacamere,II Categoria,6,36,19
2020,Provincia di Nuoro,POSADA,Affittacamere,III Categoria,1,10,5
2020,Provincia di Nuoro,POSADA,Agriturismo,NULL,3,40,22
2020,Provincia di Nuoro,POSADA,Albergo,2 Stelle,1,14,7
2020,Provincia di Nuoro,POSADA,Albergo,3 Stelle,3,96,51
2020,Provincia di Nuoro,POSADA,Albergo,4 Stelle,2,126,68
2020,Provincia di Nuoro,POSADA,Alloggi privati,NULL,17,75,36
2020,Provincia di Nuoro,POSADA,Bed and breakfast,NULL,8,33,18
2020,Provincia di Nuoro,POSADA,Bed and breakfast,1 Stella,4,16,8
2020,Provincia di Nuoro,POSADA,Bed and breakfast,2 Stelle,6,24,13
2020,Provincia di Nuoro,POSADA,Bed and breakfast,3 Stelle,5,28,15
2020,Provincia di Nuoro,POSADA,Campeggio,2 Stelle,1,552,138
2020,Provincia di Nuoro,POSADA,Case e appartamenti per vacanze,II Categoria,1,19,12
2020,Provincia di Sassari,POZZOMAGGIORE,Alloggi privati,NULL,1,5,NULL
2020,Provincia di Sassari,POZZOMAGGIORE,Bed and breakfast,NULL,3,14,7
2020,Provincia di Sassari,POZZOMAGGIORE,Bed and breakfast,1 Stella,1,5,3
2020,Città metropolitana di Cagliari,PULA,Affittacamere,II Categoria,6,53,30
2020,Città metropolitana di Cagliari,PULA,Agriturismo,NULL,2,17,11
2020,Città metropolitana di Cagliari,PULA,Albergo,1 Stella,1,13,7
2020,Città metropolitana di Cagliari,PULA,Albergo,2 Stelle,1,16,9
2020,Città metropolitana di Cagliari,PULA,Albergo,3 Stelle,6,275,138
2020,Città metropolitana di Cagliari,PULA,Albergo,4 Stelle,13,2506,1107
2020,Città metropolitana di Cagliari,PULA,Albergo,5 Stelle,5,1124,475
2020,Città metropolitana di Cagliari,PULA,Albergo residenziale,2 Stelle,1,64,26
2020,Città metropolitana di Cagliari,PULA,Albergo residenziale,3 Stelle,3,217,58
2020,Città metropolitana di Cagliari,PULA,Albergo residenziale,4 Stelle,1,173,45
2020,Città metropolitana di Cagliari,PULA,Alloggi privati,NULL,248,1266,603
2020,Città metropolitana di Cagliari,PULA,Bed and breakfast,NULL,28,129,61
2020,Città metropolitana di Cagliari,PULA,Bed and breakfast,1 Stella,1,4,2
2020,Città metropolitana di Cagliari,PULA,Bed and breakfast,3 Stelle,2,10,5
2020,Città metropolitana di Cagliari,PULA,Campeggio,2 Stelle,1,720,159
2020,Città metropolitana di Cagliari,PULA,Campeggio,3 Stelle,1,399,119
2020,Città metropolitana di Cagliari,PULA,Case e appartamenti per vacanze,NULL,1,23,12
2020,Città metropolitana di Cagliari,PULA,Case e appartamenti per vacanze,II Categoria,4,647,208
2020,Città metropolitana di Cagliari,PULA,Ostelli per la gioventù,III Categoria,1,83,NULL
2020,Provincia di Sassari,PUTIFIGARI,Agriturismo,NULL,1,8,4
2020,Provincia di Sassari,PUTIFIGARI,Alloggi privati,NULL,3,14,NULL
2020,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Affittacamere,NULL,2,16,9
2020,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Affittacamere,I Categoria,5,52,25
2020,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Affittacamere,II Categoria,6,35,20
2020,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Agriturismo,NULL,1,4,2
2020,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Albergo,2 Stelle,1,23,15
2020,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Albergo,3 Stelle,4,316,144
2020,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Albergo,4 Stelle,3,1215,522
2020,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Alloggi privati,NULL,286,1375,589
2020,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Bed and breakfast,NULL,62,272,136
2020,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Bed and breakfast,1 Stella,4,12,7
2020,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Bed and breakfast,3 Stelle,2,8,4
2020,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Campeggio,3 Stelle,1,400,113
2020,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Case e appartamenti per vacanze,II Categoria,1,32,12
2020,Città metropolitana di Cagliari,QUARTU SANT'ELENA,Residence,NULL,1,81,30
2020,Città metropolitana di Cagliari,QUARTUCCIU,Affittacamere,NULL,1,17,5
2020,Città metropolitana di Cagliari,QUARTUCCIU,Affittacamere,II Categoria,2,19,7
2020,Città metropolitana di Cagliari,QUARTUCCIU,Affittacamere,III Categoria,1,12,6
2020,Città metropolitana di Cagliari,QUARTUCCIU,Agriturismo,NULL,1,6,4
2020,Città metropolitana di Cagliari,QUARTUCCIU,Albergo,3 Stelle,2,63,42
2020,Città metropolitana di Cagliari,QUARTUCCIU,Alloggi privati,NULL,14,47,22
2020,Città metropolitana di Cagliari,QUARTUCCIU,Bed and breakfast,NULL,11,38,17
2020,Città metropolitana di Cagliari,QUARTUCCIU,Bed and breakfast,1 Stella,1,3,2
2020,Città metropolitana di Cagliari,QUARTUCCIU,Bed and breakfast,3 Stelle,1,5,3
2020,Provincia di Oristano,RIOLA SARDO,Affittacamere,II Categoria,2,24,12
2020,Provincia di Oristano,RIOLA SARDO,Affittacamere,III Categoria,1,6,4
2020,Provincia di Oristano,RIOLA SARDO,Agriturismo,NULL,9,135,61
2020,Provincia di Oristano,RIOLA SARDO,Albergo,3 Stelle,1,17,7
2020,Provincia di Oristano,RIOLA SARDO,Alloggi privati,NULL,17,77,33
2020,Provincia di Oristano,RIOLA SARDO,Bed and breakfast,NULL,5,25,14
2020,Provincia di Oristano,RIOLA SARDO,Case e appartamenti per vacanze,II Categoria,1,23,7
2020,Provincia di Sassari,ROMANA,Agriturismo,NULL,1,20,0
2020,Provincia di Oristano,RUINAS,Alloggi privati,NULL,2,6,2
2020,Provincia del Sud Sardegna,SADALI,Affittacamere,I Categoria,1,12,5
2020,Provincia del Sud Sardegna,SADALI,Affittacamere,II Categoria,2,26,12
2020,Provincia del Sud Sardegna,SADALI,Albergo,3 Stelle,1,63,29
2020,Provincia del Sud Sardegna,SADALI,Bed and breakfast,NULL,1,4,2
2020,Provincia di Oristano,SAGAMA,Agriturismo,NULL,1,22,7
2020,Provincia di Oristano,SAGAMA,Alloggi privati,NULL,1,4,2
2020,Provincia di Oristano,SAGAMA,Bed and breakfast,1 Stella,1,5,2
2020,Provincia del Sud Sardegna,SAMASSI,Albergo,1 Stella,1,14,9
2020,Provincia del Sud Sardegna,SAMASSI,Alloggi privati,NULL,1,6,3
2020,Provincia di Oristano,SAMUGHEO,Affittacamere,II Categoria,1,9,6
2020,Provincia di Oristano,SAMUGHEO,Agriturismo,NULL,2,22,12
2020,Provincia di Oristano,SAMUGHEO,Bed and breakfast,1 Stella,4,11,8
2020,Provincia del Sud Sardegna,SAN BASILIO,Bed and breakfast,2 Stelle,1,4,2
2020,Provincia del Sud Sardegna,SAN GAVINO MONREALE,Albergo,1 Stella,1,19,16
2020,Provincia del Sud Sardegna,SAN GAVINO MONREALE,Albergo,3 Stelle,1,13,10
2020,Provincia del Sud Sardegna,SAN GAVINO MONREALE,Bed and breakfast,1 Stella,2,6,4
2020,Provincia del Sud Sardegna,SAN GIOVANNI SUERGIU,Agriturismo,NULL,2,34,14
2020,Provincia del Sud Sardegna,SAN GIOVANNI SUERGIU,Albergo,3 Stelle,1,20,12
2020,Provincia del Sud Sardegna,SAN GIOVANNI SUERGIU,Alloggi privati,NULL,14,78,20
2020,Provincia del Sud Sardegna,SAN GIOVANNI SUERGIU,Bed and breakfast,NULL,1,4,2
2020,Provincia del Sud Sardegna,SAN GIOVANNI SUERGIU,Bed and breakfast,1 Stella,1,2,NULL
2020,Provincia del Sud Sardegna,SAN GIOVANNI SUERGIU,Case e appartamenti per vacanze,II Categoria,1,9,4
2020,Provincia del Sud Sardegna,SAN GIOVANNI SUERGIU,Case e appartamenti per vacanze,III Categoria,2,48,18
2020,Provincia di Oristano,SAN NICOLO' D'ARCIDANO,Agriturismo,NULL,1,12,5
2020,Provincia di Oristano,SAN NICOLO' D'ARCIDANO,Bed and breakfast,NULL,1,6,3
2020,Provincia del Sud Sardegna,SAN NICOLO' GERREI,Agriturismo,NULL,1,6,3
2020,Provincia del Sud Sardegna,SAN NICOLO' GERREI,Bed and breakfast,NULL,1,6,3
2020,Provincia del Sud Sardegna,SAN SPERATE,Albergo,3 Stelle,1,23,8
2020,Provincia del Sud Sardegna,SAN SPERATE,Alloggi privati,NULL,6,23,11
2020,Provincia del Sud Sardegna,SAN SPERATE,Bed and breakfast,NULL,3,16,8
2020,Provincia del Sud Sardegna,SAN SPERATE,Bed and breakfast,3 Stelle,1,7,3
2020,Provincia di Sassari,SAN TEODORO,Affittacamere,NULL,12,89,25
2020,Provincia di Sassari,SAN TEODORO,Affittacamere,II Categoria,12,175,31
2020,Provincia di Sassari,SAN TEODORO,Agriturismo,NULL,2,29,19
2020,Provincia di Sassari,SAN TEODORO,Albergo,3 Stelle,15,1264,571
2020,Provincia di Sassari,SAN TEODORO,Albergo,4 Stelle,5,1010,441
2020,Provincia di Sassari,SAN TEODORO,Albergo,5 Stelle,1,304,111
2020,Provincia di Sassari,SAN TEODORO,Albergo residenziale,3 Stelle,2,929,0
2020,Provincia di Sassari,SAN TEODORO,Albergo residenziale,4 Stelle,2,314,979
2020,Provincia di Sassari,SAN TEODORO,Alloggi privati,NULL,322,1651,556
2020,Provincia di Sassari,SAN TEODORO,Bed and breakfast,NULL,39,200,42
2020,Provincia di Sassari,SAN TEODORO,Bed and breakfast,1 Stella,4,14,4
2020,Provincia di Sassari,SAN TEODORO,Bed and breakfast,2 Stelle,3,12,6
2020,Provincia di Sassari,SAN TEODORO,Bed and breakfast,3 Stelle,8,43,12
2020,Provincia di Sassari,SAN TEODORO,Campeggio,3 Stelle,3,1770,586
2020,Provincia di Sassari,SAN TEODORO,Case e appartamenti per vacanze,NULL,6,178,35
2020,Provincia di Sassari,SAN TEODORO,Case e appartamenti per vacanze,I Categoria,4,296,11
2020,Provincia di Sassari,SAN TEODORO,Case e appartamenti per vacanze,II Categoria,17,1142,242
2020,Provincia di Sassari,SAN TEODORO,Case e appartamenti per vacanze,III Categoria,1,120,31
2020,Provincia di Sassari,SAN TEODORO,Residence,III Categoria,1,57,0
2020,Provincia di Sassari,SAN TEODORO,Turismo Rurale,NULL,1,20,0
2020,Provincia di Oristano,SAN VERO MILIS,Agriturismo,NULL,10,128,63
2020,Provincia di Oristano,SAN VERO MILIS,Albergo,3 Stelle,1,24,9
2020,Provincia di Oristano,SAN VERO MILIS,Albergo,4 Stelle,2,96,47
2020,Provincia di Oristano,SAN VERO MILIS,Albergo residenziale,3 Stelle,1,20,11
2020,Provincia di Oristano,SAN VERO MILIS,Alloggi privati,NULL,103,540,249
2020,Provincia di Oristano,SAN VERO MILIS,Bed and breakfast,NULL,7,30,17
2020,Provincia di Oristano,SAN VERO MILIS,Bed and breakfast,1 Stella,2,6,5
2020,Provincia di Oristano,SAN VERO MILIS,Bed and breakfast,3 Stelle,4,20,10
2020,Provincia di Oristano,SAN VERO MILIS,Case e appartamenti per vacanze,II Categoria,1,10,5
2020,Provincia del Sud Sardegna,SAN VITO,Affittacamere,I Categoria,2,17,10
2020,Provincia del Sud Sardegna,SAN VITO,Affittacamere,II Categoria,2,21,10
2020,Provincia del Sud Sardegna,SAN VITO,Albergo,2 Stelle,1,48,25
2020,Provincia del Sud Sardegna,SAN VITO,Alloggi privati,NULL,8,42,21
2020,Provincia del Sud Sardegna,SAN VITO,Bed and breakfast,NULL,2,8,0
2020,Provincia del Sud Sardegna,SAN VITO,Bed and breakfast,1 Stella,1,6,3
2020,Provincia del Sud Sardegna,SAN VITO,Bed and breakfast,2 Stelle,1,2,NULL
2020,Provincia del Sud Sardegna,SAN VITO,Bed and breakfast,3 Stelle,6,31,14
2020,Provincia del Sud Sardegna,SAN VITO,Case e appartamenti per vacanze,NULL,1,7,4
2020,Provincia del Sud Sardegna,SAN VITO,Ostelli per la gioventù,III Categoria,1,25,5
2020,Provincia del Sud Sardegna,SANLURI,Affittacamere,II Categoria,1,4,3
2020,Provincia del Sud Sardegna,SANLURI,Agriturismo,NULL,1,14,5
2020,Provincia del Sud Sardegna,SANLURI,Albergo,3 Stelle,2,93,51
2020,Provincia del Sud Sardegna,SANLURI,Alloggi privati,NULL,2,14,3
2020,Provincia di Oristano,SANTA GIUSTA,Agriturismo,NULL,2,13,7
2020,Provincia di Oristano,SANTA GIUSTA,Alloggi privati,NULL,5,22,8
2020,Provincia di Oristano,SANTA GIUSTA,Bed and breakfast,NULL,1,6,3
2020,Provincia di Oristano,SANTA GIUSTA,Bed and breakfast,1 Stella,1,3,2
2020,Provincia di Oristano,SANTA GIUSTA,Bed and breakfast,2 Stelle,2,12,5
2020,Provincia di Sassari,SANTA MARIA COGHINAS,Agriturismo,NULL,1,4,2
2020,Provincia di Sassari,SANTA MARIA COGHINAS,Albergo,2 Stelle,1,16,8
2020,Provincia di Sassari,SANTA MARIA COGHINAS,Albergo,4 Stelle,2,142,60
2020,Provincia di Sassari,SANTA MARIA COGHINAS,Alloggi privati,NULL,3,18,7
2020,Provincia di Sassari,SANTA MARIA COGHINAS,Bed and breakfast,NULL,4,28,12
2020,Provincia di Sassari,SANTA MARIA COGHINAS,Bed and breakfast,3 Stelle,1,4,2
2020,Provincia di Sassari,SANTA MARIA COGHINAS,Case e appartamenti per vacanze,II Categoria,1,28,0
2020,Provincia di Sassari,SANTA TERESA GALLURA,Affittacamere,NULL,9,50,11
2020,Provincia di Sassari,SANTA TERESA GALLURA,Affittacamere,I Categoria,4,37,15
2020,Provincia di Sassari,SANTA TERESA GALLURA,Affittacamere,II Categoria,3,33,16
2020,Provincia di Sassari,SANTA TERESA GALLURA,Agriturismo,NULL,4,24,14
2020,Provincia di Sassari,SANTA TERESA GALLURA,Albergo,2 Stelle,3,93,54
2020,Provincia di Sassari,SANTA TERESA GALLURA,Albergo,3 Stelle,14,3232,975
2020,Provincia di Sassari,SANTA TERESA GALLURA,Albergo,4 Stelle,7,1336,344
2020,Provincia di Sassari,SANTA TERESA GALLURA,Albergo,5 Stelle,3,850,390
2020,Provincia di Sassari,SANTA TERESA GALLURA,Albergo residenziale,4 Stelle,1,216,0
2020,Provincia di Sassari,SANTA TERESA GALLURA,Alloggi privati,NULL,366,1514,455
2020,Provincia di Sassari,SANTA TERESA GALLURA,Bed and breakfast,NULL,16,68,35
2020,Provincia di Sassari,SANTA TERESA GALLURA,Bed and breakfast,1 Stella,1,5,NULL
2020,Provincia di Sassari,SANTA TERESA GALLURA,Bed and breakfast,2 Stelle,5,28,10
2020,Provincia di Sassari,SANTA TERESA GALLURA,Bed and breakfast,3 Stelle,6,32,15
2020,Provincia di Sassari,SANTA TERESA GALLURA,Campeggio,3 Stelle,2,1324,384
2020,Provincia di Sassari,SANTA TERESA GALLURA,Case e appartamenti per vacanze,NULL,4,93,26
2020,Provincia di Sassari,SANTA TERESA GALLURA,Case e appartamenti per vacanze,I Categoria,1,18,0
2020,Provincia di Sassari,SANTA TERESA GALLURA,Case e appartamenti per vacanze,II Categoria,9,524,722
2020,Provincia di Sassari,SANTA TERESA GALLURA,Case e appartamenti per vacanze,III Categoria,1,60,180
2020,Provincia di Sassari,SANTA TERESA GALLURA,Residence,II Categoria,3,336,28
2020,Provincia del Sud Sardegna,SANTADI,Agriturismo,NULL,2,20,11
2020,Provincia del Sud Sardegna,SANTADI,Albergo,4 Stelle,1,33,NULL
2020,Provincia del Sud Sardegna,SANTADI,Alloggi privati,NULL,2,12,3
2020,Provincia del Sud Sardegna,SANTADI,Bed and breakfast,2 Stelle,1,6,2
2020,Provincia del Sud Sardegna,SANTADI,Bed and breakfast,3 Stelle,1,7,3
2020,Provincia del Sud Sardegna,SANT'ANDREA FRIUS,Bed and breakfast,NULL,1,5,3
2020,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Affittacamere,II Categoria,3,19,12
2020,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Albergo,3 Stelle,5,306,154
2020,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Albergo,4 Stelle,1,314,130
2020,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Alloggi privati,NULL,93,412,125
2020,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Bed and breakfast,1 Stella,3,13,7
2020,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Bed and breakfast,2 Stelle,4,20,11
2020,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Bed and breakfast,3 Stelle,3,14,7
2020,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Campeggio,1 Stella,1,360,98
2020,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Case e appartamenti per vacanze,I Categoria,1,12,6
2020,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Case e appartamenti per vacanze,II Categoria,1,39,15
2020,Provincia del Sud Sardegna,SANT'ANNA ARRESI,Locanda,I Categoria,1,10,6
2020,Provincia del Sud Sardegna,SANT'ANTIOCO,Affittacamere,I Categoria,1,12,6
2020,Provincia del Sud Sardegna,SANT'ANTIOCO,Affittacamere,II Categoria,4,25,15
2020,Provincia del Sud Sardegna,SANT'ANTIOCO,Agriturismo,NULL,2,34,8
2020,Provincia del Sud Sardegna,SANT'ANTIOCO,Albergo,2 Stelle,1,25,15
2020,Provincia del Sud Sardegna,SANT'ANTIOCO,Albergo,3 Stelle,5,161,80
2020,Provincia del Sud Sardegna,SANT'ANTIOCO,Albergo,4 Stelle,2,139,69
2020,Provincia del Sud Sardegna,SANT'ANTIOCO,Alloggi privati,NULL,284,1292,278
2020,Provincia del Sud Sardegna,SANT'ANTIOCO,Bed and breakfast,NULL,1,4,2
2020,Provincia del Sud Sardegna,SANT'ANTIOCO,Bed and breakfast,1 Stella,8,37,18
2020,Provincia del Sud Sardegna,SANT'ANTIOCO,Bed and breakfast,2 Stelle,8,34,16
2020,Provincia del Sud Sardegna,SANT'ANTIOCO,Bed and breakfast,3 Stelle,16,94,43
2020,Provincia del Sud Sardegna,SANT'ANTIOCO,Campeggio,3 Stelle,1,708,176
2020,Provincia del Sud Sardegna,SANT'ANTIOCO,Case e appartamenti per vacanze,II Categoria,4,144,78
2020,Provincia del Sud Sardegna,SANT'ANTIOCO,Ostelli per la gioventù,NULL,1,85,32
2020,Provincia di Sassari,SANT'ANTONIO DI GALLURA,Agriturismo,NULL,2,15,2
2020,Provincia di Sassari,SANT'ANTONIO DI GALLURA,Albergo,3 Stelle,1,30,15
2020,Provincia di Sassari,SANT'ANTONIO DI GALLURA,Albergo,4 Stelle,2,60,36
2020,Provincia di Sassari,SANT'ANTONIO DI GALLURA,Alloggi privati,NULL,4,17,7
2020,Provincia di Sassari,SANT'ANTONIO DI GALLURA,Bed and breakfast,NULL,3,15,12
2020,Provincia di Sassari,SANT'ANTONIO DI GALLURA,Locanda,II Categoria,1,8,3
2020,Provincia di Sassari,SANT'ANTONIO DI GALLURA,Turismo Rurale,NULL,1,16,6
2020,Provincia di Oristano,SANTU LUSSURGIU,Agriturismo,NULL,1,24,10
2020,Provincia di Oristano,SANTU LUSSURGIU,Albergo,2 Stelle,1,22,12
2020,Provincia di Oristano,SANTU LUSSURGIU,Albergo diffuso,3 Stelle,2,73,32
2020,Provincia di Oristano,SANTU LUSSURGIU,Alloggi privati,NULL,8,44,21
2020,Provincia di Oristano,SANTU LUSSURGIU,Bed and breakfast,NULL,3,11,7
2020,Provincia di Oristano,SANTU LUSSURGIU,Bed and breakfast,1 Stella,1,2,2
2020,Provincia di Oristano,SANTU LUSSURGIU,Bed and breakfast,2 Stelle,3,14,9
2020,Provincia di Oristano,SANTU LUSSURGIU,Bed and breakfast,3 Stelle,2,8,4
2020,Provincia di Oristano,SANTU LUSSURGIU,Case e appartamenti per vacanze,II Categoria,2,16,7
2020,Provincia del Sud Sardegna,SARDARA,Albergo,2 Stelle,2,59,28
2020,Provincia del Sud Sardegna,SARDARA,Albergo,3 Stelle,2,280,135
2020,Provincia del Sud Sardegna,SARDARA,Albergo,4 Stelle,1,15,7
2020,Provincia del Sud Sardegna,SARDARA,Alloggi privati,NULL,2,7,2
2020,Provincia del Sud Sardegna,SARDARA,Bed and breakfast,1 Stella,2,10,6
2020,Provincia del Sud Sardegna,SARDARA,Bed and breakfast,2 Stelle,1,2,1
2020,Provincia del Sud Sardegna,SARDARA,Bed and breakfast,3 Stelle,3,14,5
2020,Città metropolitana di Cagliari,SARROCH,Albergo,1 Stella,1,25,14
2020,Città metropolitana di Cagliari,SARROCH,Albergo,2 Stelle,1,24,15
2020,Città metropolitana di Cagliari,SARROCH,Alloggi privati,NULL,34,200,98
2020,Città metropolitana di Cagliari,SARROCH,Bed and breakfast,NULL,10,50,25
2020,Città metropolitana di Cagliari,SARROCH,Bed and breakfast,1 Stella,1,7,3
2020,Città metropolitana di Cagliari,SARROCH,Bed and breakfast,2 Stelle,1,4,1
2020,Città metropolitana di Cagliari,SARROCH,Bed and breakfast,3 Stelle,2,9,4
2020,Provincia di Nuoro,SARULE,Affittacamere,II Categoria,1,4,2
2020,Provincia di Nuoro,SARULE,Agriturismo,NULL,1,20,9
2020,Provincia di Nuoro,SARULE,Bed and breakfast,1 Stella,1,6,3
2020,Provincia di Nuoro,SARULE,Bed and breakfast,2 Stelle,1,6,3
2020,Provincia di Sassari,SASSARI,Affittacamere,NULL,11,74,38
2020,Provincia di Sassari,SASSARI,Affittacamere,I Categoria,2,13,3
2020,Provincia di Sassari,SASSARI,Affittacamere,II Categoria,15,121,60
2020,Provincia di Sassari,SASSARI,Agriturismo,NULL,28,293,91
2020,Provincia di Sassari,SASSARI,Albergo,2 Stelle,2,66,35
2020,Provincia di Sassari,SASSARI,Albergo,3 Stelle,3,440,234
2020,Provincia di Sassari,SASSARI,Albergo,4 Stelle,3,431,269
2020,Provincia di Sassari,SASSARI,Alloggi privati,NULL,108,463,108
2020,Provincia di Sassari,SASSARI,Bed and breakfast,NULL,57,265,134
2020,Provincia di Sassari,SASSARI,Bed and breakfast,1 Stella,5,22,10
2020,Provincia di Sassari,SASSARI,Bed and breakfast,2 Stelle,14,58,28
2020,Provincia di Sassari,SASSARI,Bed and breakfast,3 Stelle,4,24,11
2020,Provincia di Sassari,SASSARI,Case per ferie,NULL,1,11,9
2020,Provincia di Sassari,SASSARI,Case per ferie,III Categoria,1,24,20
2020,Provincia di Sassari,SASSARI,Ostelli per la gioventù,III Categoria,1,60,30
2020,Provincia di Sassari,SASSARI,Residence,II Categoria,1,13,13
2020,Provincia di Oristano,SCANO DI MONTIFERRO,Agriturismo,NULL,1,10,5
2020,Provincia di Oristano,SCANO DI MONTIFERRO,Alloggi privati,NULL,11,58,32
2020,Provincia di Oristano,SCANO DI MONTIFERRO,Bed and breakfast,NULL,1,3,2
2020,Provincia di Oristano,SCANO DI MONTIFERRO,Bed and breakfast,3 Stelle,1,6,3
2020,Provincia di Oristano,SEDILO,Affittacamere,II Categoria,1,7,3
2020,Provincia di Oristano,SEDILO,Alloggi privati,NULL,1,3,1
2020,Provincia di Oristano,SEDILO,Bed and breakfast,NULL,1,4,2
2020,Provincia di Oristano,SEDILO,Bed and breakfast,1 Stella,3,14,8
2020,Provincia di Oristano,SEDILO,Bed and breakfast,2 Stelle,1,2,1
2020,Provincia di Sassari,SEDINI,Agriturismo,NULL,1,7,3
2020,Provincia di Sassari,SEDINI,Alloggi privati,NULL,3,14,NULL
2020,Provincia di Sassari,SEDINI,Bed and breakfast,2 Stelle,1,9,3
2020,Città metropolitana di Cagliari,SELARGIUS,Affittacamere,II Categoria,1,6,4
2020,Città metropolitana di Cagliari,SELARGIUS,Albergo,3 Stelle,1,147,87
2020,Città metropolitana di Cagliari,SELARGIUS,Albergo,4 Stelle,1,117,60
2020,Città metropolitana di Cagliari,SELARGIUS,Alloggi privati,NULL,10,41,21
2020,Città metropolitana di Cagliari,SELARGIUS,Bed and breakfast,NULL,6,22,13
2020,Città metropolitana di Cagliari,SELARGIUS,Bed and breakfast,1 Stella,1,4,2
2020,Città metropolitana di Cagliari,SELARGIUS,Bed and breakfast,2 Stelle,1,2,1
2020,Città metropolitana di Cagliari,SELARGIUS,Bed and breakfast,3 Stelle,1,1,1
2020,Provincia di Oristano,SENEGHE,Alloggi privati,NULL,5,25,11
2020,Provincia di Oristano,SENEGHE,Bed and breakfast,NULL,1,6,3
2020,Provincia di Oristano,SENEGHE,Bed and breakfast,1 Stella,2,12,6
2020,Provincia di Oristano,SENEGHE,Bed and breakfast,2 Stelle,1,4,2
2020,Provincia di Oristano,SENNARIOLO,Agriturismo,NULL,2,34,17
2020,Provincia di Oristano,SENNARIOLO,Bed and breakfast,NULL,1,6,3
2020,Provincia di Oristano,SENNARIOLO,Bed and breakfast,2 Stelle,1,6,3
2020,Provincia di Oristano,SENNARIOLO,Locanda,II Categoria,1,12,6
2020,Provincia di Sassari,SENNORI,Albergo,2 Stelle,1,17,9
2020,Provincia di Sassari,SENNORI,Alloggi privati,NULL,7,33,5
2020,Provincia di Sassari,SENNORI,Bed and breakfast,NULL,2,11,5
2020,Provincia di Sassari,SENNORI,Bed and breakfast,2 Stelle,1,5,2
2020,Provincia del Sud Sardegna,SENORBÌ,Albergo,3 Stelle,1,24,12
2020,Provincia del Sud Sardegna,SENORBÌ,Alloggi privati,NULL,5,18,11
2020,Provincia del Sud Sardegna,SENORBÌ,Bed and breakfast,NULL,1,6,3
2020,Provincia del Sud Sardegna,SENORBÌ,Bed and breakfast,1 Stella,1,5,2
2020,Provincia del Sud Sardegna,SENORBÌ,Bed and breakfast,2 Stelle,2,9,5
2020,Provincia del Sud Sardegna,SERDIANA,Alloggi privati,NULL,1,5,2
2020,Provincia del Sud Sardegna,SERDIANA,Bed and breakfast,NULL,1,1,1
2020,Provincia del Sud Sardegna,SERDIANA,Bed and breakfast,2 Stelle,1,6,3
2020,Provincia del Sud Sardegna,SERRAMANNA,Alloggi privati,NULL,2,10,2
2020,Provincia del Sud Sardegna,SERRAMANNA,Bed and breakfast,NULL,1,2,2
2020,Provincia del Sud Sardegna,SERRENTI,Albergo,2 Stelle,1,18,11
