anno,Provincia,Comune,Tipologia,Stelle,Numero Strutture,letti,camere
2020,Provincia di Oristano,VILLA SANT'ANTONIO,Bed and breakfast,NULL,2,10,5
2020,Provincia di Oristano,VILLA VERDE,Bed and breakfast,NULL,1,6,3
2020,Provincia del Sud Sardegna,VILLACIDRO,Agriturismo,NULL,3,28,16
2020,Provincia del Sud Sardegna,VILLACIDRO,Albergo,3 Stelle,1,42,26
2020,Provincia del Sud Sardegna,VILLACIDRO,Alloggi privati,NULL,3,11,4
2020,Provincia del Sud Sardegna,VILLACIDRO,Bed and breakfast,NULL,3,18,7
2020,Provincia del Sud Sardegna,VILLACIDRO,Bed and breakfast,1 Stella,1,3,2
2020,Provincia del Sud Sardegna,VILLACIDRO,Bed and breakfast,2 Stelle,2,12,5
2020,Provincia del Sud Sardegna,VILLACIDRO,Case per ferie,III Categoria,1,11,4
2020,Provincia di Nuoro,VILLAGRANDE STRISAILI,Affittacamere,II Categoria,1,6,3
2020,Provincia di Nuoro,VILLAGRANDE STRISAILI,Agriturismo,NULL,1,10,5
2020,Provincia di Nuoro,VILLAGRANDE STRISAILI,Albergo,3 Stelle,1,14,7
2020,Provincia di Nuoro,VILLAGRANDE STRISAILI,Albergo,4 Stelle,1,72,24
2020,Provincia di Nuoro,VILLAGRANDE STRISAILI,Bed and breakfast,1 Stella,2,9,5
2020,Provincia di Nuoro,VILLAGRANDE STRISAILI,Bed and breakfast,2 Stelle,1,5,3
2020,Provincia del Sud Sardegna,VILLAMAR,Affittacamere,II Categoria,1,8,4
2020,Provincia del Sud Sardegna,VILLAMAR,Bed and breakfast,NULL,2,12,6
2020,Provincia del Sud Sardegna,VILLAMASSARGIA,Agriturismo,NULL,3,30,13
2020,Provincia del Sud Sardegna,VILLAMASSARGIA,Alloggi privati,NULL,6,26,7
2020,Provincia del Sud Sardegna,VILLAMASSARGIA,Bed and breakfast,NULL,1,6,3
2020,Provincia del Sud Sardegna,VILLAMASSARGIA,Bed and breakfast,2 Stelle,3,14,6
2020,Provincia di Sassari,VILLANOVA MONTELEONE,Affittacamere,II Categoria,2,9,5
2020,Provincia di Sassari,VILLANOVA MONTELEONE,Agriturismo,NULL,3,18,3
2020,Provincia di Sassari,VILLANOVA MONTELEONE,Albergo,2 Stelle,1,24,11
2020,Provincia di Sassari,VILLANOVA MONTELEONE,Alloggi privati,NULL,4,22,3
2020,Provincia di Sassari,VILLANOVA MONTELEONE,Bed and breakfast,NULL,4,20,10
2020,Provincia di Sassari,VILLANOVA MONTELEONE,Bed and breakfast,1 Stella,1,6,3
2020,Provincia del Sud Sardegna,VILLANOVA TULO,Agriturismo,NULL,1,12,5
2020,Provincia del Sud Sardegna,VILLANOVA TULO,Bed and breakfast,1 Stella,1,3,2
2020,Provincia del Sud Sardegna,VILLANOVAFORRU,Affittacamere,II Categoria,1,9,4
2020,Provincia del Sud Sardegna,VILLANOVAFORRU,Albergo,3 Stelle,1,72,30
2020,Provincia del Sud Sardegna,VILLANOVAFORRU,Bed and breakfast,2 Stelle,1,2,1
2020,Provincia del Sud Sardegna,VILLANOVAFRANCA,Alloggi privati,NULL,1,8,4
2020,Provincia del Sud Sardegna,VILLANOVAFRANCA,Bed and breakfast,1 Stella,1,6,3
2020,Provincia del Sud Sardegna,VILLAPERUCCIO,Agriturismo,NULL,1,6,3
2020,Provincia del Sud Sardegna,VILLAPERUCCIO,Bed and breakfast,2 Stelle,1,8,3
2020,Provincia del Sud Sardegna,VILLAPUTZU,Affittacamere,II Categoria,2,16,10
2020,Provincia del Sud Sardegna,VILLAPUTZU,Agriturismo,NULL,2,32,15
2020,Provincia del Sud Sardegna,VILLAPUTZU,Albergo,3 Stelle,1,20,16
2020,Provincia del Sud Sardegna,VILLAPUTZU,Alloggi privati,NULL,54,283,115
2020,Provincia del Sud Sardegna,VILLAPUTZU,Bed and breakfast,NULL,5,21,13
2020,Provincia del Sud Sardegna,VILLAPUTZU,Bed and breakfast,1 Stella,1,3,2
2020,Provincia del Sud Sardegna,VILLAPUTZU,Bed and breakfast,2 Stelle,1,6,3
2020,Provincia del Sud Sardegna,VILLAPUTZU,Bed and breakfast,3 Stelle,2,9,5
2020,Provincia del Sud Sardegna,VILLAPUTZU,Campeggio,3 Stelle,1,1000,232
2020,Provincia del Sud Sardegna,VILLAPUTZU,Case e appartamenti per vacanze,NULL,2,160,79
2020,Provincia del Sud Sardegna,VILLAPUTZU,Case e appartamenti per vacanze,II Categoria,1,22,8
2020,Provincia del Sud Sardegna,VILLAPUTZU,Residence,I Categoria,1,81,35
2020,Provincia del Sud Sardegna,VILLAPUTZU,Residence,II Categoria,1,59,27
2020,Provincia del Sud Sardegna,VILLASALTO,Bed and breakfast,NULL,1,4,2
2020,Provincia del Sud Sardegna,VILLASIMIUS,Affittacamere,NULL,1,3,2
2020,Provincia del Sud Sardegna,VILLASIMIUS,Affittacamere,I Categoria,2,11,6
2020,Provincia del Sud Sardegna,VILLASIMIUS,Affittacamere,II Categoria,9,61,30
2020,Provincia del Sud Sardegna,VILLASIMIUS,Affittacamere,III Categoria,1,4,2
2020,Provincia del Sud Sardegna,VILLASIMIUS,Albergo,1 Stella,1,12,7
2020,Provincia del Sud Sardegna,VILLASIMIUS,Albergo,2 Stelle,2,69,35
2020,Provincia del Sud Sardegna,VILLASIMIUS,Albergo,3 Stelle,25,731,366
2020,Provincia del Sud Sardegna,VILLASIMIUS,Albergo,4 Stelle,6,727,309
2020,Provincia del Sud Sardegna,VILLASIMIUS,Albergo,5 Stelle,2,1044,429
2020,Provincia del Sud Sardegna,VILLASIMIUS,Albergo residenziale,2 Stelle,3,78,34
2020,Provincia del Sud Sardegna,VILLASIMIUS,Albergo residenziale,3 Stelle,9,797,256
2020,Provincia del Sud Sardegna,VILLASIMIUS,Albergo residenziale,4 Stelle,1,165,45
2020,Provincia del Sud Sardegna,VILLASIMIUS,Alloggi privati,NULL,515,2600,1144
2020,Provincia del Sud Sardegna,VILLASIMIUS,Bed and breakfast,NULL,3,13,7
2020,Provincia del Sud Sardegna,VILLASIMIUS,Bed and breakfast,1 Stella,2,7,4
2020,Provincia del Sud Sardegna,VILLASIMIUS,Bed and breakfast,2 Stelle,6,29,16
2020,Provincia del Sud Sardegna,VILLASIMIUS,Bed and breakfast,3 Stelle,13,71,34
2020,Provincia del Sud Sardegna,VILLASIMIUS,Campeggio,3 Stelle,1,959,214
2020,Provincia del Sud Sardegna,VILLASIMIUS,Case e appartamenti per vacanze,I Categoria,1,10,5
2020,Provincia del Sud Sardegna,VILLASIMIUS,Case e appartamenti per vacanze,II Categoria,4,256,78
2020,Provincia del Sud Sardegna,VILLASIMIUS,Case per ferie,III Categoria,1,17,9
2020,Provincia del Sud Sardegna,VILLASIMIUS,Residence,I Categoria,1,164,43
2020,Provincia del Sud Sardegna,VILLASIMIUS,Turismo Rurale,NULL,1,20,10
2020,Provincia del Sud Sardegna,VILLASIMIUS,Villaggio albergo,4 Stelle,1,2865,914
2020,Provincia del Sud Sardegna,VILLASOR,Bed and breakfast,1 Stella,1,6,3
2020,Provincia del Sud Sardegna,VILLASPECIOSA,Bed and breakfast,1 Stella,1,4,2
2020,Provincia di Oristano,VILLAURBANA,Agriturismo,NULL,1,10,5
2020,Provincia di Oristano,VILLAURBANA,Bed and breakfast,NULL,3,18,9
2020,Provincia di Oristano,ZEDDIANI,Agriturismo,NULL,1,4,2
2020,Provincia di Oristano,ZEDDIANI,Bed and breakfast,NULL,2,10,5
2020,Provincia di Oristano,ZEDDIANI,Bed and breakfast,3 Stelle,1,4,2
2020,Provincia di Oristano,ZERFALIU,Agriturismo,NULL,1,16,6
2020,Provincia di Oristano,ZERFALIU,Alloggi privati,NULL,1,7,3
2020,Provincia di Oristano,ZERFALIU,Bed and breakfast,NULL,1,5,3
