"anno","provincia","comune","mese","macro_tipologia","provenienza","arrivi","presenze"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","11","Non disponibile","Liguria","1","1"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","11","Non disponibile","Toscana","10","19"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","11","Non disponibile","Umbria","1","3"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","11","Non disponibile","Marche","1","4"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","11","Non disponibile","Lazio","15","30"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","11","Non disponibile","Campania","2","4"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","11","Non disponibile","Puglia","1","2"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","11","Non disponibile","Sicilia","3","4"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","11","Non disponibile","Sardegna","3","6"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","12","Non disponibile","Francia","2","26"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","12","Non disponibile","Svizzera (incluso Liechtenstein)","2","2"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","12","Non disponibile","Stati Uniti d'America","2","2"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","12","Non disponibile","Lombardia","2","12"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","12","Non disponibile","Friuli-Venezia Giulia","2","5"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","12","Non disponibile","Liguria",,"3"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","12","Non disponibile","Toscana","6","25"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","12","Non disponibile","Lazio","10","29"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","12","Non disponibile","Campania","9","15"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","12","Non disponibile","Calabria","1","4"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","12","Non disponibile","Sicilia","3","6"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","12","Non disponibile","Sardegna","5","6"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","2","Non disponibile","Germania","2","4"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","2","Non disponibile","Stati Uniti d'America","1","3"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","2","Non disponibile","Argentina","2","2"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","2","Non disponibile","Piemonte","1","1"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","2","Non disponibile","Lombardia","2","3"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","2","Non disponibile","Friuli-Venezia Giulia","7","9"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","2","Non disponibile","Liguria","1","1"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","2","Non disponibile","Emilia Romagna","2","4"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","2","Non disponibile","Toscana","6","6"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","2","Non disponibile","Umbria","1","1"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","2","Non disponibile","Lazio","29","46"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","2","Non disponibile","Campania","2","2"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","2","Non disponibile","Puglia","2","3"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","2","Non disponibile","Basilicata","1","1"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","2","Non disponibile","Sicilia","1","1"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","2","Non disponibile","Sardegna","16","17"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","3","Non disponibile","Germania","3","12"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","3","Non disponibile","Argentina",,"6"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","3","Non disponibile","Lombardia","1","2"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","3","Non disponibile","Liguria","2","6"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","3","Non disponibile","Lazio","3","4"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","3","Non disponibile","Sardegna","13","55"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","5","Non disponibile","Lombardia","1","1"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","5","Non disponibile","Friuli-Venezia Giulia","1","1"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","5","Non disponibile","Lazio","4","5"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","5","Non disponibile","Sardegna","13","22"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","6","Non disponibile","Germania","6","54"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","6","Non disponibile","Svizzera (incluso Liechtenstein)","4","20"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","6","Non disponibile","Austria","2","6"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","6","Non disponibile","Repubblica Ceca","7","55"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","6","Non disponibile","Bielorussia","1","8"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","6","Non disponibile","Piemonte","10","68"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","6","Non disponibile","Lombardia","4","17"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","6","Non disponibile","Veneto","4","16"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","6","Non disponibile","Emilia Romagna","12","47"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","6","Non disponibile","Toscana","2","2"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","6","Non disponibile","Marche","5","25"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","6","Non disponibile","Lazio","5","45"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","6","Non disponibile","Abruzzo","2","8"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","6","Non disponibile","Sicilia","1","6"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","6","Non disponibile","Sardegna","69","128"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Francia","28","126"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Paesi Bassi","15","170"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Germania","50","484"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Regno Unito","4","48"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Belgio","2","20"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Svizzera (incluso Liechtenstein)","12","162"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Austria","7","42"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Polonia","7","19"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Repubblica Ceca","2","2"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Stati Uniti d'America","2","4"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Piemonte","17","138"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Lombardia","44","300"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Veneto","23","216"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Friuli-Venezia Giulia","2","2"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Liguria","5","27"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Emilia Romagna","21","242"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Toscana","20","144"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Umbria","5","33"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Marche","2","30"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Lazio","26","225"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Abruzzo","11","93"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Campania","2","26"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Puglia","2","4"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Sicilia","14","16"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Sardegna","133","356"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","7","Non disponibile","Trento","1","11"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Francia","67","543"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Paesi Bassi","15","73"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Germania","70","624"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Regno Unito","14","77"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Irlanda","4","19"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Spagna","3","12"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Belgio","3","4"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Lussemburgo","1","4"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Svizzera (incluso Liechtenstein)","17","99"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Austria","5","13"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Polonia","19","121"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Repubblica Ceca","9","42"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Slovenia","2","4"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Stati Uniti d'America","2","3"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Altri Paesi Centro - Sud America","1","2"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Piemonte","90","688"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Valle d'Aosta","3","27"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Lombardia","175","1680"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Veneto","62","397"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Friuli-Venezia Giulia","7","60"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Liguria","20","126"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Emilia Romagna","45","342"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Toscana","58","378"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Umbria","9","69"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Marche","12","80"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Lazio","41","224"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Abruzzo","1","28"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Campania","20","102"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Puglia","3","3"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Calabria","1","9"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Sicilia","4","4"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Sardegna","334","1310"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Bolzano","3","5"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","8","Non disponibile","Trento","2","7"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Francia","28","201"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Paesi Bassi","16","69"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Germania","121","1243"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Regno Unito","4","26"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Irlanda",,"24"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Danimarca","2","14"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Belgio","11","93"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Finlandia","1","1"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Svizzera (incluso Liechtenstein)","19","93"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Austria","7","43"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Estonia","1","14"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Polonia","26","112"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Repubblica Ceca","4","50"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Romania","1","5"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Slovenia","9","35"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Piemonte","41","396"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Valle d'Aosta",,"12"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Lombardia","43","293"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Veneto","21","147"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Friuli-Venezia Giulia","6","9"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Liguria","10","78"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Emilia Romagna","25","219"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Toscana","25","139"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Umbria","3","15"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Marche","3","11"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Lazio","47","98"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Abruzzo","1","1"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Campania","7","14"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Puglia","3","22"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Calabria","2","16"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Sicilia","1","1"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Sardegna","83","397"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Bolzano","6","38"
"2020","Provincia del Sud Sardegna","VILLAPUTZU","9","Non disponibile","Trento","4","28"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Alberghiero","Francia","2","4"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Extra-Alberghiero - Complementari","Paesi Bassi","2","2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Extra-Alberghiero - Complementari","Germania","2","6"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Alberghiero","Germania","4","8"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Alberghiero","Grecia","4","4"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Extra-Alberghiero - Complementari","Portogallo","1","1"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Extra-Alberghiero - Complementari","Spagna","2","2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Alberghiero","Belgio","2","4"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Extra-Alberghiero - Alloggi privati in affitto","Svezia","1","2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Alberghiero","Austria","3","3"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Extra-Alberghiero - Complementari","Bulgaria","1","1"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Alberghiero","Piemonte","3","3"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Extra-Alberghiero - Complementari","Piemonte","2","10"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Extra-Alberghiero - Alloggi privati in affitto","Piemonte","1","1"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Extra-Alberghiero - Alloggi privati in affitto","Lombardia",,"6"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Alberghiero","Lombardia","5","6"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Extra-Alberghiero - Complementari","Lombardia","1","1"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Alberghiero","Veneto","1","2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Extra-Alberghiero - Complementari","Veneto","2","4"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Alberghiero","Liguria","2","2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Extra-Alberghiero - Complementari","Emilia Romagna","3","9"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Alberghiero","Emilia Romagna","2","2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Alberghiero","Toscana","1","2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Extra-Alberghiero - Alloggi privati in affitto","Sardegna","3","11"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Extra-Alberghiero - Complementari","Sardegna","11","19"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","1","Alberghiero","Sardegna","10","13"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Francia","78","336"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Francia","7","36"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Francia","38","106"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Paesi Bassi","9","32"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Paesi Bassi","21","86"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Paesi Bassi","29","105"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Germania","434","2226"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Germania","393","1514"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Germania","113","942"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Regno Unito","13","67"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Regno Unito","10","55"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Regno Unito","72","393"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Irlanda","1","4"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Irlanda","5","22"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Danimarca","1","2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Danimarca","4","36"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Grecia","1","1"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Portogallo","6","40"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Portogallo","1","2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Spagna","1","1"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Spagna","1","1"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Spagna","13","56"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Belgio","13","36"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Belgio","2","2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Belgio","39","174"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Lussemburgo","9","52"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Norvegia","1","3"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Svezia","2","10"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Svezia","8","49"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Finlandia","2","22"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Svizzera (incluso Liechtenstein)","158","717"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Svizzera (incluso Liechtenstein)","36","604"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Svizzera (incluso Liechtenstein)","389","3078"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Austria","1","6"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Austria","22","107"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Austria","16","68"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Turchia","4","26"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Estonia",,"8"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Lituania","1","3"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Polonia","18","71"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Polonia","16","94"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Polonia","127","500"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Repubblica Ceca","21","98"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Repubblica Ceca","1","6"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Repubblica Ceca","3","12"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Slovacchia",,"6"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Slovacchia","1","2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Ungheria",,"4"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Ungheria","2","2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Ungheria","2","6"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Romania","2","11"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Romania","5","32"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Romania","1","5"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Bulgaria","3","21"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Ucraina","4","17"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Moldavia","1","1"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Russia","5","21"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Slovenia","3","7"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Slovenia","8","40"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Croazia","1","8"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Altri Paesi Europei","1","14"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Sud Africa",,"2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Stati Uniti d'America","2","36"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Stati Uniti d'America","23","127"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Stati Uniti d'America",,"2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Canada","1","2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Venezuela","2","12"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Brasile","2","7"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Brasile","1","2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Altri Paesi Centro - Sud America","1","1"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Israele","1","6"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Altri Paesi Asia Occidentale","1","5"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Altri Paesi dell'Asia",,"2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Australia","4","8"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Nuova Zelanda","1","18"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Piemonte","89","442"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Piemonte","16","84"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Piemonte","19","119"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Valle d'Aosta","1","2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Valle d'Aosta","2","2"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Valle d'Aosta","13","45"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Lombardia","22","242"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Lombardia","31","135"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Lombardia","219","1011"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Veneto","12","62"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Alberghiero","Veneto","52","287"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Veneto","12","125"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Alloggi privati in affitto","Friuli-Venezia Giulia","5","50"
"2020","Provincia del Sud Sardegna","VILLASIMIUS","10","Extra-Alberghiero - Complementari","Friuli-Venezia Giulia","3","19"
